CompDate,HomeTeam,AwayTeam,Score,YearDivision
Prem15 Sep,Sligo Rovers,St. Patrick's Athletic,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem21 Sep,Cork City,Dundalk,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem21 Sep,Waterford,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem21 Sep,Bray Wanderers,Limerick,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem22 Sep,Derry City,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem22 Sep,St. Patrick's Athletic,Bohemians,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem25 Sep,Dundalk,Derry City,3 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem05 Oct,Limerick,Derry City,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem05 Oct,Shamrock Rovers,Cork City,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem05 Oct,Dundalk,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem05 Oct,Bohemians,Waterford,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Oct,Sligo Rovers,Bray Wanderers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Oct,Waterford,Dundalk,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Oct,St. Patrick's Athletic,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Oct,Cork City,Limerick,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Oct,Limerick,St. Patrick's Athletic,0 - 4FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Oct,Dundalk,Sligo Rovers,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Oct,Derry City,Cork City,0 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Oct,Bray Wanderers,Bohemians,0 - 5FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Oct,Shamrock Rovers,Waterford,3 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem22 Oct,Sligo Rovers,Bohemians,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem22 Oct,Bray Wanderers,Derry City,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Oct,Bohemians,Dundalk,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Oct,Waterford,Limerick,4 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Oct,Sligo Rovers,Shamrock Rovers,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Oct,St. Patrick's Athletic,Derry City,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Oct,Cork City,Bray Wanderers,5 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem24 Feb,Limerick,Sligo Rovers,5 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem24 Feb,St. Patrick's Athletic,Bray Wanderers,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem24 Feb,Galway United,Drogheda United,0 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem24 Feb,Bohemians,Derry City,1 - 4FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem24 Feb,Finn Harps,Cork City,0 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem24 Feb,Dundalk,Shamrock Rovers,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem03 Mar,Shamrock Rovers,Bohemians,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem03 Mar,Cork City,Galway United,4 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem03 Mar,Bray Wanderers,Finn Harps,5 - 3FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem03 Mar,Drogheda United,St. Patrick's Athletic,2 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem04 Mar,Sligo Rovers,Dundalk,0 - 4FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem10 Mar,Sligo Rovers,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem10 Mar,Dundalk,Limerick,1 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem10 Mar,Bohemians,Bray Wanderers,3 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem10 Mar,Shamrock Rovers,Derry City,0 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem10 Mar,Finn Harps,Galway United,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem10 Mar,Drogheda United,Cork City,1 - 4FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem13 Mar,Galway United,Shamrock Rovers,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem13 Mar,St. Patrick's Athletic,Finn Harps,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem13 Mar,Limerick,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem13 Mar,Derry City,Dundalk,3 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem13 Mar,Cork City,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem13 Mar,Bray Wanderers,Drogheda United,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem17 Mar,Shamrock Rovers,Cork City,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem17 Mar,Bohemians,Galway United,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem18 Mar,Limerick,Finn Harps,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem18 Mar,Derry City,Drogheda United,4 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem18 Mar,Dundalk,St. Patrick's Athletic,3 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem18 Mar,Sligo Rovers,Bray Wanderers,3 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem25 Mar,Cork City,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem25 Mar,St. Patrick's Athletic,Shamrock Rovers,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem25 Mar,Drogheda United,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem25 Mar,Bray Wanderers,Limerick,0 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem25 Mar,Finn Harps,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem31 Mar,Dundalk,Drogheda United,3 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem31 Mar,Bohemians,St. Patrick's Athletic,0 - 4FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem31 Mar,Derry City,Bray Wanderers,2 - 3FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem31 Mar,Limerick,Cork City,0 - 3FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem31 Mar,Shamrock Rovers,Finn Harps,3 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem03 Apr,Galway United,Sligo Rovers,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem07 Apr,Cork City,Derry City,3 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem07 Apr,St. Patrick's Athletic,Limerick,0 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem07 Apr,Bray Wanderers,Galway United,1 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem07 Apr,Finn Harps,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem07 Apr,Drogheda United,Shamrock Rovers,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem08 Apr,Sligo Rovers,Bohemians,2 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem14 Apr,Galway United,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem14 Apr,Dundalk,Bray Wanderers,1 - 3FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem14 Apr,Derry City,Finn Harps,0 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem14 Apr,Bohemians,Cork City,0 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem14 Apr,Shamrock Rovers,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem15 Apr,Limerick,Drogheda United,3 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem21 Apr,Dundalk,Bohemians,2 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem21 Apr,Limerick,Galway United,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem21 Apr,St. Patrick's Athletic,Cork City,0 - 3FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem21 Apr,Bray Wanderers,Shamrock Rovers,4 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem21 Apr,Finn Harps,Drogheda United,0 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem22 Apr,Sligo Rovers,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem25 Apr,Derry City,Limerick,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem28 Apr,Galway United,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem28 Apr,Drogheda United,Sligo Rovers,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem28 Apr,Derry City,St. Patrick's Athletic,2 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem28 Apr,Cork City,Bray Wanderers,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem28 Apr,Bohemians,Finn Harps,2 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem28 Apr,Shamrock Rovers,Limerick,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem05 May,Derry City,Bohemians,2 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem05 May,Drogheda United,Galway United,2 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem05 May,Cork City,Finn Harps,5 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem05 May,Bray Wanderers,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem05 May,Shamrock Rovers,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem06 May,Sligo Rovers,Limerick,3 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem08 May,Galway United,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem12 May,St. Patrick's Athletic,Drogheda United,2 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem12 May,Galway United,Cork City,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem12 May,Dundalk,Sligo Rovers,4 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem12 May,Bohemians,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem12 May,Finn Harps,Bray Wanderers,0 - 3FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem13 May,Limerick,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem19 May,Limerick,Dundalk,0 - 3FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem19 May,St. Patrick's Athletic,Sligo Rovers,1 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem19 May,Galway United,Finn Harps,2 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem19 May,Derry City,Shamrock Rovers,3 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem19 May,Cork City,Drogheda United,5 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem19 May,Bray Wanderers,Bohemians,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem22 May,Sligo Rovers,Cork City,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem22 May,Shamrock Rovers,Galway United,2 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem22 May,Finn Harps,St. Patrick's Athletic,3 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem23 May,Drogheda United,Bray Wanderers,0 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem23 May,Dundalk,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem23 May,Bohemians,Limerick,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem26 May,St. Patrick's Athletic,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem26 May,Galway United,Bohemians,1 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem26 May,Drogheda United,Derry City,0 - 0FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem26 May,Cork City,Shamrock Rovers,4 - 1FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem26 May,Bray Wanderers,Sligo Rovers,2 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
Prem26 May,Finn Harps,Limerick,3 - 2FT,https://www.extratime.com/competition/100/2026/#2017-league-of-ireland-premier-division
