CompDate,HomeTeam,AwayTeam,Score,YearDivision
Prem19 Jul,Derry City,Sligo Rovers,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem21 Jul,Bohemians,St. Patrick's Athletic,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem21 Jul,Shamrock Rovers,UCD,7 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem26 Jul,UCD,Waterford,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem26 Jul,Finn Harps,Derry City,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem27 Jul,St. Patrick's Athletic,Dundalk,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem27 Jul,Sligo Rovers,Bohemians,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem28 Jul,Cork City,Shamrock Rovers,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem29 Jul,Derry City,Waterford,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem02 Aug,UCD,Derry City,1 - 3FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem02 Aug,Finn Harps,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem02 Aug,Cork City,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem16 Aug,St. Patrick's Athletic,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem16 Aug,Derry City,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem16 Aug,Bohemians,UCD,10 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem16 Aug,Waterford,Cork City,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem16 Aug,Dundalk,Finn Harps,5 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem19 Aug,Waterford,Shamrock Rovers,1 - 5FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem26 Aug,Dundalk,UCD,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem27 Aug,Shamrock Rovers,Waterford,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem30 Aug,Waterford,Derry City,1 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem30 Aug,UCD,Dundalk,0 - 5FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem30 Aug,Cork City,Sligo Rovers,2 - 4FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem30 Aug,Shamrock Rovers,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem02 Sep,Sligo Rovers,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem02 Sep,Cork City,Waterford,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem06 Sep,Dundalk,Cork City,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem06 Sep,Finn Harps,St. Patrick's Athletic,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem13 Sep,St. Patrick's Athletic,UCD,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem13 Sep,Bohemians,Waterford,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem13 Sep,Sligo Rovers,Finn Harps,3 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem20 Sep,Waterford,Dundalk,0 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem20 Sep,UCD,Sligo Rovers,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem20 Sep,Derry City,Bohemians,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem20 Sep,Cork City,Finn Harps,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem20 Sep,Shamrock Rovers,St. Patrick's Athletic,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem23 Sep,Dundalk,Shamrock Rovers,3 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem27 Sep,Derry City,Cork City,4 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem04 Oct,St. Patrick's Athletic,Waterford,0 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem04 Oct,Dundalk,Derry City,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem04 Oct,Bohemians,Cork City,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem04 Oct,Finn Harps,UCD,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem05 Oct,Sligo Rovers,Shamrock Rovers,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem08 Oct,Waterford,Sligo Rovers,2 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem11 Oct,Cork City,UCD,3 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem11 Oct,Bohemians,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem11 Oct,Shamrock Rovers,Finn Harps,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem18 Oct,UCD,Shamrock Rovers,0 - 3FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem18 Oct,St. Patrick's Athletic,Bohemians,0 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem18 Oct,Cork City,Dundalk,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem18 Oct,Finn Harps,Waterford,1 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem19 Oct,Sligo Rovers,Derry City,1 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem22 Oct,Derry City,St. Patrick's Athletic,1 - 3FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Oct,Bohemians,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Oct,Waterford,UCD,4 - 2FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Oct,Shamrock Rovers,Cork City,3 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Oct,Dundalk,St. Patrick's Athletic,4 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem25 Oct,Derry City,Finn Harps,4 - 0FT,https://www.extratime.com/competition/100/2031/#2019-league-of-ireland-premier-division
Prem16 Feb,Bohemians,Shamrock Rovers,3 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Feb,Waterford,Derry City,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Feb,St. Patrick's Athletic,Cork City,2 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Feb,Dundalk,Bray Wanderers,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem17 Feb,Sligo Rovers,Limerick,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Feb,Sligo Rovers,Derry City,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Feb,Cork City,Waterford,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Feb,Bray Wanderers,St. Patrick's Athletic,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Feb,Shamrock Rovers,Dundalk,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem24 Feb,Limerick,Bohemians,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Feb,Sligo Rovers,Cork City,1 - 4FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Feb,Waterford,St. Patrick's Athletic,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem26 Feb,Shamrock Rovers,Bray Wanderers,6 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Feb,Dundalk,Limerick,8 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Feb,Bohemians,Derry City,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem09 Mar,Sligo Rovers,Waterford,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem09 Mar,Limerick,Bray Wanderers,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem09 Mar,Bohemians,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem09 Mar,Shamrock Rovers,Derry City,6 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem09 Mar,Dundalk,Cork City,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Mar,Waterford,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Mar,St. Patrick's Athletic,Dundalk,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Mar,Derry City,Limerick,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Mar,Cork City,Shamrock Rovers,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem12 Mar,Bray Wanderers,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Mar,Bohemians,Sligo Rovers,2 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Mar,Limerick,Cork City,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Mar,Dundalk,Waterford,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Mar,Derry City,Bray Wanderers,5 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Mar,Shamrock Rovers,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Mar,Cork City,Bohemians,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Mar,Limerick,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Mar,Waterford,Shamrock Rovers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Mar,St. Patrick's Athletic,Limerick,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Mar,Bohemians,Bray Wanderers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem24 Mar,Sligo Rovers,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Mar,Derry City,St. Patrick's Athletic,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Mar,Limerick,Waterford,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Mar,Dundalk,Bohemians,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Mar,Bray Wanderers,Cork City,0 - 4FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Mar,Shamrock Rovers,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Apr,Dundalk,Shamrock Rovers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Apr,Bohemians,Limerick,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Apr,Waterford,Cork City,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Apr,St. Patrick's Athletic,Bray Wanderers,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem07 Apr,Sligo Rovers,Derry City,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem13 Apr,Derry City,Waterford,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem13 Apr,Cork City,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem13 Apr,Bray Wanderers,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem13 Apr,Shamrock Rovers,Bohemians,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem14 Apr,Limerick,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Apr,St. Patrick's Athletic,Waterford,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Apr,Derry City,Bohemians,3 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem16 Apr,Bray Wanderers,Shamrock Rovers,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem17 Apr,Limerick,Dundalk,0 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem17 Apr,Cork City,Sligo Rovers,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem20 Apr,Waterford,Bray Wanderers,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem20 Apr,Dundalk,Derry City,2 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem20 Apr,Bohemians,Cork City,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem20 Apr,Shamrock Rovers,Limerick,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem21 Apr,Sligo Rovers,St. Patrick's Athletic,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Apr,Cork City,Dundalk,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Apr,Waterford,Sligo Rovers,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Apr,St. Patrick's Athletic,Bohemians,2 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Apr,Derry City,Shamrock Rovers,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Apr,Bray Wanderers,Limerick,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Apr,Sligo Rovers,Bray Wanderers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Apr,Limerick,Derry City,0 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Apr,Dundalk,St. Patrick's Athletic,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Apr,Bohemians,Waterford,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Apr,Shamrock Rovers,Cork City,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem04 May,Waterford,Dundalk,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem04 May,St. Patrick's Athletic,Shamrock Rovers,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem04 May,Bray Wanderers,Derry City,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem05 May,Cork City,Limerick,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem05 May,Sligo Rovers,Bohemians,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem11 May,Limerick,St. Patrick's Athletic,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem11 May,Dundalk,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem11 May,Derry City,Cork City,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem11 May,Bray Wanderers,Bohemians,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem11 May,Shamrock Rovers,Waterford,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem14 May,Derry City,Dundalk,1 - 4FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem14 May,Bray Wanderers,Waterford,2 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem15 May,St. Patrick's Athletic,Sligo Rovers,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem18 May,Waterford,Limerick,3 - 6FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem18 May,St. Patrick's Athletic,Derry City,5 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem18 May,Cork City,Bray Wanderers,4 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem18 May,Bohemians,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 May,Sligo Rovers,Shamrock Rovers,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem21 May,Limerick,Cork City,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem21 May,Dundalk,Waterford,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem21 May,Derry City,Bray Wanderers,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem22 May,Shamrock Rovers,St. Patrick's Athletic,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem25 May,Bohemians,Shamrock Rovers,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem25 May,Waterford,Derry City,4 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem25 May,Sligo Rovers,Limerick,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem25 May,St. Patrick's Athletic,Cork City,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem25 May,Dundalk,Bray Wanderers,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem01 Jun,Limerick,Bohemians,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem01 Jun,Cork City,Waterford,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem01 Jun,Derry City,Sligo Rovers,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem01 Jun,Bray Wanderers,St. Patrick's Athletic,3 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem01 Jun,Shamrock Rovers,Dundalk,2 - 5FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem04 Jun,Cork City,Derry City,4 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem08 Jun,Waterford,St. Patrick's Athletic,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem08 Jun,Dundalk,Limerick,4 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem08 Jun,Bohemians,Derry City,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem09 Jun,Shamrock Rovers,Bray Wanderers,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem09 Jun,Sligo Rovers,Cork City,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem15 Jun,Derry City,Dundalk,0 - 4FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem15 Jun,Cork City,Bohemians,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem15 Jun,Bray Wanderers,Waterford,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem15 Jun,St. Patrick's Athletic,Sligo Rovers,0 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem15 Jun,Limerick,Shamrock Rovers,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem29 Jun,Dundalk,Cork City,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem29 Jun,Limerick,Bray Wanderers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem29 Jun,Bohemians,St. Patrick's Athletic,1 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem29 Jun,Shamrock Rovers,Derry City,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem30 Jun,Sligo Rovers,Waterford,2 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Jul,Waterford,Bohemians,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Jul,St. Patrick's Athletic,Dundalk,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Jul,Derry City,Limerick,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem06 Jul,Cork City,Shamrock Rovers,0 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem08 Jul,Bray Wanderers,Sligo Rovers,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem13 Jul,Bohemians,Sligo Rovers,0 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem20 Jul,Bohemians,Bray Wanderers,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem20 Jul,St. Patrick's Athletic,Limerick,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem22 Jul,Waterford,Shamrock Rovers,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem23 Jul,Cork City,Derry City,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Jul,Limerick,Waterford,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Jul,Derry City,St. Patrick's Athletic,2 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Jul,Bray Wanderers,Cork City,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem27 Jul,Shamrock Rovers,Sligo Rovers,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem29 Jul,Dundalk,Bohemians,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem03 Aug,Derry City,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem03 Aug,St. Patrick's Athletic,Bray Wanderers,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem03 Aug,Bohemians,Limerick,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem03 Aug,Waterford,Cork City,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem17 Aug,Derry City,Waterford,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem17 Aug,Bray Wanderers,Dundalk,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem17 Aug,Limerick,Sligo Rovers,1 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem17 Aug,Shamrock Rovers,Bohemians,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem19 Aug,Cork City,St. Patrick's Athletic,1 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem20 Aug,Sligo Rovers,Dundalk,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem28 Aug,Dundalk,Shamrock Rovers,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem31 Aug,Limerick,Dundalk,0 - 1FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem31 Aug,St. Patrick's Athletic,Waterford,3 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem31 Aug,Derry City,Bohemians,0 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem31 Aug,Cork City,Sligo Rovers,1 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem31 Aug,Bray Wanderers,Shamrock Rovers,0 - 3FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem14 Sep,Bohemians,Cork City,4 - 2FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem14 Sep,Waterford,Bray Wanderers,2 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
Prem14 Sep,Shamrock Rovers,Limerick,5 - 0FT,https://www.extratime.com/competition/100/2028/#2018-league-of-ireland-premier-division
